Structure_Index,Per_Structure_SHAP
681,13.463062234120736
3794,24.63375637994002
3944,-34.560608906990275
4666,-41.94559218745738
2018,14.871669737700529
1096,-14.886934590055018
829,35.997413940073166
2805,26.774074395422463
3829,-44.02835497409634
4381,16.2456207078861
3891,25.391419576509474
764,14.426374556767591
2767,53.85511931127493
4328,35.001459875996936
3295,-12.45857857455648
2194,-74.80923333682301
2357,-59.213765808252354
3425,-55.1119145272035
3979,14.359586933235734
911,17.230568978546604
3145,-3.1053230780568835
999,29.147521099999917
3653,-26.185870747423273
2483,22.66706837813801
4076,24.316312768292313
2370,47.58866870970195
4838,-19.229019084815707
33,11.276742497981427
3789,45.293865508285705
1020,41.84729709397078
1647,44.25187807399259
733,29.931658102945804
4582,-40.35611499053594
3274,7.889179814729874
1620,13.75696006888907
3135,-9.807560516897983
2689,-41.68285987681127
2707,19.285317680169943
297,-33.272358133644474
2339,-22.455965873319222
653,15.376163969644875
3774,44.75626878583858
1255,26.8210962913286
4520,24.222762855658715
230,19.714944772854487
3276,-12.00744388416026
3230,8.849390857338365
691,46.67300876512529
2754,14.04214288017514
4863,4.771104479075062
969,21.175574697605626
633,-58.49447725894779
4092,7.959231559863859
4077,4.493661967189826
1321,-50.66879623506193
1831,-20.83699550086192
2178,-64.96412985388866
1417,21.739951806141566
1782,34.15057410123007
4715,-8.438093372757985
4701,28.888387638211935
4118,-54.508907575333595
1652,32.20085098291817
1483,-19.773336811059103
2275,16.193948157674885
877,21.90038055984256
3525,-41.17891725945516
2016,-51.65986769145268
426,-36.26958851135371
626,17.835449412714638
1589,4.4859972418268645
2223,56.22354748021236
2217,7.411431474161287
4483,-3.8631047266897816
1485,-56.917115318976855
1739,19.192482589524232
2480,-17.936217369924684
2584,40.99798855559928
2893,28.142448981967785
149,44.04224077452531
676,50.939260133022614
1261,41.19155972485678
4917,24.098952464299522
12,17.757697673737088
1833,-21.994980615871143
3248,-41.813909559721274
1491,34.3853955196337
2727,30.90683528046062
3686,-15.441553789882773
1424,-55.39963786927271
4605,-11.707371891906377
4595,37.84452617380633
731,56.63281745447944
1231,-20.129246552806556
1634,28.051949681072045
3936,1.278717042663628
1210,23.356305048671217
3268,27.424806755781503
1934,-10.437551903738065
553,41.2046593745287
491,-28.43494262837843
2962,-11.466217277612813
2329,-29.236299742965567
2195,23.249551517983754
3064,-20.031387909172008
657,6.510709028938719
2374,38.71281554354836
2225,17.641465022881157
4264,-68.67203770619189
1170,14.538874886886806
132,23.668594220732878
471,-68.41897747141908
3225,-14.181640478868996
1405,25.011540414411783
2876,33.85505737327106
4504,11.604774268143547
4692,3.02836872651629
2826,42.032430864766866
287,27.628517152585687
1869,-51.33706974155044
3114,-28.815887524317123
3625,-65.6888501211122
2312,5.8814880754662715
4923,-57.77461123070013
1618,8.523401981164422
994,-22.746341636477013
1803,51.07571087553465
2642,28.611146987110622
4802,-22.53285439693074
3535,26.530846917985343
4831,21.092398385907217
3911,-33.786289083305896
2107,-7.59476858101632
3044,-14.007905015835787
416,32.6312459824755
977,26.777044331451066
2417,-12.252927906694767
505,50.24776199795646
4152,35.339215767327474
4255,18.67552812759164
3941,26.263036485438615
414,-25.91741018348867
4148,-1.3086368093542746
1183,45.8985975001835
485,-55.096753822078
893,55.214955891487136
805,5.814453850525877
555,-19.04917176460976
3825,-8.464471656907385
1197,3.821886887602005
4253,35.932232821594766
4058,41.90856461644374
1293,-39.425190178935196
2221,-46.51376565560124
3504,18.640559953227594
3654,26.687778104013717
4758,27.324133509451023
3006,25.724614047409993
2093,-33.794792384511595
2187,-20.61826830099953
3036,29.772945468980602
3918,40.115798118046705
1272,38.20121683295605
290,22.869110635353046
4827,9.012911157741291
252,-62.1112396141881
3245,17.54757692753549
350,19.756334290617012
1187,16.464464753395582
1961,16.2453846278921
422,41.41089841965943
90,43.315892702067956
3729,-56.98430296441919
2236,-46.905531735918856
670,-27.950581826194412
3040,-15.310169054430506
26,-24.979599886893222
429,-56.710787134850534
683,-74.72525181517882
4463,47.07422640877181
3945,-0.4889801090605377
3523,14.125381036181297
1541,-51.24261311130484
2031,35.34434647492595
2232,-47.06562533954117
4120,-59.25529017983219
3235,25.205254665958194
254,21.453640173504326
1029,43.36972675104522
4392,22.38036040244121
3800,-40.063875702897064
4310,-16.12330630264258
2509,-33.026484514840085
2292,16.899362719123403
1323,-18.999541959787432
1550,-38.24007200253662
4647,31.39776679664699
315,17.066714304976507
1242,-1.7829666531261896
2450,28.283923931922175
1578,8.697215483366563
4625,32.839044656375556
3116,9.644268027584953
69,-31.7883504097313
859,-17.21906347073131
2753,34.592987225593866
1632,5.70502258307306
1650,39.584826325577495
3860,-24.512847070434617
3106,32.53384190085361
1074,23.115595534312643
4001,-69.81145349572236
787,-29.644936152560824
2605,51.613111456441544
3630,16.508192979606566
2121,-16.025930353544506
1874,34.08539660087856
811,38.27927516705661
387,-45.04670400254507
2882,-55.63726393379923
1175,-16.68159894137606
3197,22.103005261600988
2623,46.03872784024507
1351,12.782053307916948
410,16.069121749826383
4212,53.318656808747875
109,18.30607251165141
4995,-33.414848980264054
3429,36.25494044094437
2809,12.250967360619839
2594,-65.3255085032327
2836,-6.563879038543584
2372,1.6044318996350238
1235,22.65281294292156
