Type 1-Type 1,Type 1-Type 2,Type 1-Type 3,Type 1-Type 4,Type 1-Type 5,Type 2-Type 1,Type 2-Type 2,Type 2-Type 3,Type 2-Type 4,Type 2-Type 5,Type 3-Type 1,Type 3-Type 2,Type 3-Type 3,Type 3-Type 4,Type 3-Type 5,Type 4-Type 1,Type 4-Type 2,Type 4-Type 3,Type 4-Type 4,Type 4-Type 5,Type 5-Type 1,Type 5-Type 2,Type 5-Type 3,Type 5-Type 4,Type 5-Type 5,P_1_1,P_1_2,P_1_3,P_1_4,P_1_5,P_2_1,P_2_2,P_2_3,P_2_4,P_2_5,P_3_1,P_3_2,P_3_3,P_3_4,P_3_5,P_4_1,P_4_2,P_4_3,P_4_4,P_4_5,P_5_1,P_5_2,P_5_3,P_5_4,P_5_5,Type1,Type2,Type3,Type4,Type5,W_Index
0.0064580228514654,-0.190855927698033,-0.0712244880553352,0.065525529572972,0.0787780261464472,-0.0645092612305726,-0.0582010582010581,0.0184503553487511,-0.0365221632827266,0.0573133430276286,0.0947728652646684,0.0722035166479611,-0.0803219359369091,0.023094797742685,-0.0244010244010244,0.0121354055780285,0.0187590187590188,-0.0889645114244042,-0.0243277848911651,0.065336208193351,0.0258442077714368,0.132791327913279,-0.0813759085573353,-0.003508114466548,0.0023599779697339,0.1515151515151515,0.1623376623376623,0.138047138047138,0.1506493506493506,0.1485587583148558,0.1339712918660287,0.119047619047619,0.1043771043771043,0.1103896103896103,0.0975609756097561,0.2503987240829346,0.2294372294372294,0.2525252525252525,0.2545454545454545,0.2527716186252771,0.1658692185007974,0.1839826839826839,0.1734006734006734,0.1818181818181818,0.1781226903178122,0.2982456140350877,0.3051948051948052,0.3316498316498316,0.3025974025974026,0.3229859571322986,0.1525,0.1125,0.23375,0.1775,0.32375,1501
-0.2223071046600457,0.111414900888585,-0.0548838135045033,0.0183045301155537,0.0306344373330019,0.0255496137849079,0.1945773524720894,-0.0542203645651921,0.0264853256979241,-0.0961287516311442,-0.0523080705636487,0.1024583402078864,-0.0454125079570979,-0.0584256905190927,0.0304630199037061,0.070923135094258,0.1518051326663767,-0.0765966878819544,-0.1539879829070951,0.0615155469439939,-0.1012865992481599,-0.0137855890852243,-0.0373451138217268,0.0928226680935809,0.0249742677617041,0.0779220779220779,0.0621212121212121,0.0670846394984326,0.059228650137741,0.0702070207020702,0.1688311688311688,0.153030303030303,0.1705329153605015,0.1611570247933884,0.1926192619261926,0.3441558441558441,0.3439393939393939,0.3410658307210031,0.3512396694214876,0.3384338433843384,0.1558441558441558,0.1545454545454545,0.1680250783699059,0.1831955922865013,0.144014401440144,0.2532467532467532,0.2863636363636364,0.2532915360501567,0.2451790633608815,0.2547254725472547,0.06375,0.19,0.32625,0.15875,0.26125,2586
0.062049062049062,0.3221690590111643,-0.0767010767010767,0.0349353406678247,-0.046176046176046,0.1094619666048236,-0.0663021189336978,-0.0199324485038769,-0.0058731077839357,0.0270047412904556,-0.1462715688067801,0.0161062066176965,-0.0111953773925603,-0.0406387368798779,0.056968071052578,-0.0389610389610388,0.0303030303030303,-0.0194250194250193,0.0735379270411117,-0.0274170274170273,-0.0613042871107387,0.0353449606420743,-0.0140397237171432,0.0623307245456413,-0.0240655401945724,0.0492424242424242,0.0467532467532467,0.0601792573623559,0.0545454545454545,0.0557184750733137,0.0643939393939393,0.1012987012987013,0.0934699103713188,0.0921212121212121,0.0916422287390029,0.3674242424242424,0.348051948051948,0.3450704225352112,0.3478787878787879,0.3460410557184751,0.1893939393939394,0.1974025974025974,0.204225352112676,0.1818181818181818,0.1840175953079179,0.3295454545454545,0.3064935064935065,0.2970550576184379,0.3236363636363636,0.3225806451612903,0.0525,0.095,0.34125,0.19625,0.315,2653
0.679144385026738,-0.0371090584994326,-0.1242722344910658,0.0037359900373598,0.043724441648317,0.1387559808612439,0.0140640858344208,-0.1104397668076488,0.0430622009569378,0.0768364762172811,0.0535491905354919,-0.1019283746556474,-0.0115649930508034,0.0207953052764462,0.0193636607818719,-0.0389610389610388,-0.0733068584308254,0.0651607157967693,-0.138587439957303,0.0295622381183878,0.0461997019374068,-0.0567673756943503,0.0295163349491106,-0.0330114529530654,-0.0075684521200432,0.0160427807486631,0.0430622009569378,0.0473225404732254,0.0519480519480519,0.0476900149031296,0.0855614973262032,0.0813397129186602,0.0909090909090909,0.0885478158205431,0.0871833084947839,0.4117647058823529,0.4066985645933014,0.3704856787048567,0.3423848878394332,0.3554396423248882,0.1818181818181818,0.1746411483253588,0.1787048567870485,0.2077922077922078,0.1885245901639344,0.3048128342245989,0.2942583732057416,0.3125778331257783,0.3093270365997638,0.3211624441132638,0.05,0.0825,0.36625,0.1825,0.31875,1055
0.0526103608143518,-0.2263556979004133,-6.387269259899853e-05,-0.0769718086791257,0.098776911522781,-0.0240747394897593,0.121651295564339,0.0826135753671986,-0.1518915866741954,-0.0263929618768328,-0.0149340292880961,-0.1420245338373993,0.054876247858704,-0.1118705855547961,0.0610690950249523,0.0715233139475564,-0.0752241204916102,-0.0345799097513774,-0.0197210197210198,0.044205495818399,0.0614932063314189,0.0108238695809318,0.0336510110521409,-0.0345586616773057,-0.0388190267905959,0.1042128603104212,0.1126482213438735,0.1116427432216905,0.1021324354657687,0.1032357473035439,0.1241685144124168,0.0889328063241106,0.1156299840510366,0.1088664421997755,0.1001540832049306,0.3037694013303769,0.2786561264822134,0.2870813397129186,0.3142536475869809,0.2935285053929122,0.188470066518847,0.2015810276679842,0.1945773524720893,0.1784511784511784,0.1810477657935285,0.2793791574279379,0.3181818181818182,0.2910685805422647,0.2962962962962963,0.3220338983050847,0.11,0.10125,0.30375,0.175,0.31,705
0.2943294329432943,-0.1956856702619414,0.0607178799060718,0.0869276708692767,-0.2023121387283237,-0.0972525824010972,0.0021278156871376,0.0543282056197186,0.0562559905625599,-0.0743270858877795,0.098614897460969,0.0910199421356595,-0.1255939897528473,-0.0082444992910779,0.083612773470136,-0.008100810081008,-0.0904349887400735,0.0173663974401981,0.1261293451074473,-0.0606734306156271,-0.2406059883096742,-0.113854493474669,0.0623345444845467,-0.0681078661027654,0.1744170586708368,0.0890909090909091,0.1385281385281385,0.1137998691955526,0.1272727272727272,0.1566265060240964,0.1763636363636363,0.1471861471861472,0.1340745585349902,0.1608391608391608,0.1642935377875136,0.3181818181818182,0.3203463203463203,0.381294964028777,0.3328671328671329,0.3176341730558598,0.1563636363636363,0.1616161616161616,0.1726618705035971,0.1496503496503496,0.1829134720700986,0.26,0.2323232323232323,0.198168737737083,0.2293706293706293,0.1785323110624315,0.12625,0.1475,0.33875,0.17125,0.21625,106
-0.4167650531286897,-0.0889645114244044,0.0290701034502687,-0.2341597796143251,0.2006503183850426,-0.0841332580463014,-0.4694257149500116,0.0933967218552197,0.0513833992094862,0.0345363830752283,-0.0936431989063568,0.0221543162719632,0.0631378191186802,0.0047846889952153,-0.0712324776172921,-0.4961038961038964,0.0303030303030302,0.0642085187539732,-0.0343434343434343,0.0064580228514654,0.1286133221617091,0.027082973952044,-0.0438242109796362,0.0381231671554251,4.807461179745509e-05,0.0619834710743801,0.0474308300395256,0.0478468899521531,0.0654545454545454,0.0381231671554252,0.1157024793388429,0.1561264822134387,0.1038961038961039,0.103030303030303,0.1033724340175953,0.3471074380165289,0.3241106719367589,0.3349282296650718,0.3345454545454545,0.3731671554252199,0.2314049586776859,0.1778656126482213,0.1866028708133971,0.1939393939393939,0.1803519061583577,0.2438016528925619,0.2944664031620553,0.3267259056732741,0.303030303030303,0.3049853372434017,0.04375,0.10625,0.3575,0.1875,0.305,589
-0.3468013468013466,0.1940683430045131,-0.1103400416377515,0.0105132962275819,0.114602818306522,0.142944597490052,0.0152980481800597,0.0536874645132798,-0.1356608759206161,-0.0135020236030336,0.0213889494465034,0.0982842352810208,0.013474855091638,-0.0962658444672832,0.0009339329882895,0.1245791245791246,-0.0541586073500968,-0.0513532269257459,-0.0327767470624613,0.0684624017957351,0.0822681088167814,-0.0270279522774343,-0.0759489784011839,0.0499176339884304,0.0438637439620723,0.0909090909090909,0.0578512396694214,0.066056245912361,0.059090909090909,0.0619469026548672,0.0946969696969697,0.1157024793388429,0.10595160235448,0.1238636363636363,0.1206757843925985,0.3636363636363636,0.3099173553719008,0.3230869849574885,0.3443181818181818,0.3523732904263877,0.1818181818181818,0.2086776859504132,0.2014388489208633,0.1897727272727272,0.1745776347546259,0.2689393939393939,0.3078512396694214,0.303466317854807,0.2829545454545454,0.2904263877715205,0.0675,0.1175,0.3275,0.18375,0.30375,2468
0.2685475444096133,0.0564573698749185,-0.0119342242754221,0.0847310253300688,-0.1294838354590919,0.0723562152133581,-0.0286742960010286,-0.0415649513393876,-0.0725458066438253,0.0652749649478111,0.0169552669552669,0.0227594187990227,-0.0765550239234451,-0.0474926533320694,0.0780212154257955,0.0590839905908398,-0.10476801104768,-0.0093727469358326,0.00373599003736,0.0303537307615526,0.1299859912998598,0.0749439907494399,0.1082550437141294,-0.042337703854034,-0.13668022510726,0.0658307210031347,0.0834879406307977,0.0884740259740259,0.0846824408468244,0.0783012607830126,0.1191222570532915,0.1298701298701298,0.1233766233766233,0.1394769613947696,0.1167883211678832,0.2884012539184953,0.2968460111317254,0.3068181818181818,0.2876712328767123,0.2541473125414731,0.1567398119122257,0.1836734693877551,0.1793831168831169,0.1706102117061021,0.1785003317850033,0.3699059561128526,0.3061224489795918,0.3019480519480519,0.3175591531755915,0.3722627737226277,0.09,0.12625,0.285,0.17125,0.3275,2413
-0.1932646837848588,0.1066373073293487,-0.0199657258480787,0.0713447241424284,0.037433155080214,-0.0108599139403045,-0.0111813320369471,-0.0083282810555538,-0.0320499899213868,0.084551811824539,0.0287350689794095,-0.0974192048360846,-0.0275662449575493,0.0051094186831194,0.0838147359886489,-0.1433051318067488,-0.0416182283189956,-0.0774184687228165,0.1439313602622191,0.0878686530860444,0.0051555739786004,0.0706251152498617,0.0123576330472882,0.0213319061090297,-0.1092355919942127,0.1804812834224599,0.152892561983471,0.1469038208168643,0.1729249011857707,0.1504702194357366,0.0949197860962566,0.1074380165289256,0.116600790513834,0.1106719367588932,0.0987460815047022,0.3302139037433155,0.3264462809917355,0.3326745718050066,0.3488142292490118,0.3197492163009404,0.2379679144385026,0.2644628099173554,0.2549407114624506,0.2193675889328063,0.2507836990595611,0.1564171122994652,0.1487603305785124,0.1488801054018445,0.1482213438735178,0.1802507836990595,0.15125,0.10625,0.32375,0.25625,0.1625,1600
-0.0822510822510822,0.1206179441473559,-0.0441044104410439,0.1132100223009314,-0.0402879368396611,0.072356215213358,-0.0913456291607552,0.1109315013133966,-0.0505264679661709,-0.100377455057258,-0.066946521491976,0.0781252813338375,0.087181445417269,-0.0446853422060034,-0.0428211055170302,-0.0021941528790845,0.0232705784679999,-0.0702440107024402,0.0425514709449953,0.0323642661857115,-0.026314509460577,-0.0975585331170261,-0.0153824371201165,0.0342650199647135,0.0701278574196048,0.2272727272727272,0.1948051948051948,0.2240587695133149,0.2104607721046077,0.2155260469867211,0.1121212121212121,0.1391465677179963,0.1175390266299357,0.12453300124533,0.1399387129724208,0.2636363636363636,0.2244897959183673,0.2304866850321395,0.2702366127023661,0.2563840653728294,0.1707070707070707,0.2022263450834879,0.2011019283746556,0.1843088418430884,0.1859039836567926,0.2262626262626262,0.2393320964749536,0.226813590449954,0.2104607721046077,0.2022471910112359,0.21,0.1275,0.2525,0.1925,0.2175,2464
-0.0540184453227932,-0.2273767422508841,0.1344739043882173,-0.0297482837528604,0.0645586297760211,-0.0830569281797872,-0.0235600508751741,0.0962008517215021,-0.0175034825268003,-0.0970464135021096,0.1185593779387202,0.1033417473533512,-0.013642372341148,-0.0247522887390272,-0.1691720353137678,-0.0299069122598534,0.001713036800756,0.0529791016409021,-0.0868923149624905,0.0123456790123457,0.2124936813259903,-0.1211883167892593,-0.0458655626974615,0.0144968935228164,0.0592492085029398,0.1343873517786561,0.1380897583429229,0.1123836793128131,0.1313131313131313,0.1004070556309362,0.233201581027668,0.194476409666283,0.1703650680028632,0.1896745230078563,0.2130257801899593,0.2964426877470356,0.3095512082853855,0.3471725125268432,0.324354657687991,0.3582089552238806,0.1956521739130435,0.193325661680092,0.1947029348604151,0.2065095398428731,0.1872455902306648,0.1403162055335968,0.1645569620253164,0.1753758052970651,0.1481481481481481,0.141112618724559,0.1275,0.19,0.3425,0.19,0.15,228
-0.2134695115785216,0.0519152840431226,0.0361671267487015,0.0639763344960041,-0.0398348497591558,0.3017734953218824,-0.1614401858304297,-0.0725592815145053,0.0488384854582036,0.0286136627600042,0.0153477320889611,-0.0163950345541943,-0.0181342788380591,-0.0878809686252886,0.0720809663305658,0.0402559317515328,0.1130820399113081,-0.018520150134804,-0.0575851805045146,0.0055768326278304,0.0003825066938671,-0.0488768919309747,0.0159872573889446,-0.0243277848911651,0.0128217487708472,0.0940438871473354,0.0541125541125541,0.0763105507631055,0.0743801652892562,0.0774703557312253,0.0971786833855799,0.119047619047619,0.1041804910418049,0.0909090909090909,0.1075098814229249,0.322884012539185,0.3593073593073593,0.3410749834107498,0.3412042502951594,0.3296442687747035,0.1661442006269592,0.1688311688311688,0.1930988719309887,0.1877213695395513,0.1818181818181818,0.3197492163009404,0.2987012987012987,0.285335102853351,0.3057851239669421,0.3035573122529644,0.0775,0.1025,0.335,0.1775,0.3075,915
