Structure_Index,Per_Structure_SHAP
1397,2.0237232017834055
4686,-7.568486192063398
1292,3.007170874231659
2164,1.6364261040599095
2939,-5.237506366692309
3668,1.4680847765518763
812,-6.426947290452597
1258,-1.8616870110195007
889,-6.713028615145401
1451,-9.619646176731324
3316,3.9672968178616728
2559,4.002168868413264
3574,-0.0009376029457732749
2680,-3.1340605869822564
4651,5.697127271595976
4811,-0.5328541840475212
4679,5.475590641125167
2964,5.196854750436366
2672,-7.8742646625521315
561,-1.2179749145350087
2778,-5.516130530330443
2948,-5.212267576152221
2817,-7.124038446085348
2758,-3.7967991287757097
1756,3.9744036201854556
724,-9.516387838016943
219,-1.5691583752794154
4139,3.613246580267143
3957,5.285051714053779
1588,-0.4245104110632528
3347,-6.464982072391772
3970,3.3031091188842003
4707,0.9669519743403667
43,1.3247701241164558
3001,-0.033155770906079574
210,4.921595370585472
677,3.4841128058480706
354,-1.7534838944302602
1433,-3.9898183089408366
949,3.465128318602379
2843,-4.30008989404898
577,3.287963467410878
3928,3.774010134433606
544,-4.984249697450078
367,4.436101648232292
1612,5.026568279530277
3550,-9.231569997738431
