File,N_1-1,E_1-1,N_1-2,E_1-2,N_1-3,E_1-3,N_1-4,E_1-4,N_1-5,E_1-5,N_2-2,E_2-2,N_2-3,E_2-3,N_2-4,E_2-4,N_2-5,E_2-5,N_3-3,E_3-3,N_3-4,E_3-4,N_3-5,E_3-5,N_4-4,E_4-4,N_4-5,E_4-5,N_5-5,E_5-5,File_Index,Index,Y_Actual,Y_Predict,Structure
dump_119.csv,481.0,-3.5763801351351354,643.0,-3.659707371695178,702.0,-3.9942920726495728,661.0,-3.817476944024206,707.0,-4.002845183875531,369.0,-3.759329105691057,605.0,-4.079755049586777,562.0,-3.9161061654804272,604.0,-4.089253211920529,639.0,-4.408390704225352,853.0,-4.251249923798359,900.0,-4.414860761111111,456.0,-4.076265997807018,692.0,-4.259464747109827,692.0,-4.422018706647399,119,2351,178.76138305664062,178.81934,dump_119.lammpstraj
dump_120.csv,311.0,-3.595928006430868,402.0,-3.6695825497512433,522.0,-4.016439319923371,505.0,-3.8478724455445534,509.0,-4.022886984282907,231.0,-3.772959675324675,448.0,-4.0987196316964285,416.0,-3.938615552884616,430.0,-4.103037918604652,925.0,-4.437156545945946,1213.0,-4.282220490519373,1248.0,-4.43672874198718,510.0,-4.120320872549019,749.0,-4.286096488651536,636.0,-4.441426077044025,120,1370,185.3729858398437,185.63922,dump_120.lammpstraj
dump_121.csv,83.0,-3.6521449397590366,201.0,-3.718690049751244,253.0,-4.067481600790513,236.0,-3.902242245762712,253.0,-4.067133498023715,203.0,-3.7921068719211823,419.0,-4.123621109785203,374.0,-3.9678893315508015,416.0,-4.125249399038461,942.0,-4.469881088110403,1186.0,-4.321408600337268,1300.0,-4.465801803846154,477.0,-4.162314371069183,720.0,-4.320932465277778,929.0,-4.463377454251884,121,1057,190.389877319336,190.55313,dump_121.lammpstraj
dump_122.csv,59.0,-3.649198474576271,141.0,-3.718397517730496,201.0,-4.069986368159205,189.0,-3.909504312169312,200.0,-4.067732975,156.0,-3.791003525641026,372.0,-4.127769260752688,342.0,-3.9698944883040936,370.0,-4.12678672972973,1009.0,-4.475647685827552,1289.0,-4.329610349107836,1384.0,-4.470758316473988,469.0,-4.17288079957356,719.0,-4.328248859527121,933.0,-4.467189935691319,122,4816,192.17208862304688,192.33418,dump_122.lammpstraj
dump_123.csv,106.0,-3.642835377358491,220.0,-3.716370522727273,293.0,-4.061339232081911,271.0,-3.9014330258302574,292.0,-4.0636614383561644,209.0,-3.793713349282296,416.0,-4.123642560096154,388.0,-3.965753672680412,417.0,-4.123971630695444,889.0,-4.465566192350956,1152.0,-4.3159364756944445,1254.0,-4.461425195374801,478.0,-4.1594833054393305,740.0,-4.317671236486487,900.0,-4.462108694444445,123,199,189.9135589599609,189.319,dump_123.lammpstraj
dump_124.csv,126.0,-3.624094007936508,208.0,-3.7086035096153847,295.0,-4.049088406779661,268.0,-3.891405074626866,296.0,-4.048843817567567,186.0,-3.794723817204301,407.0,-4.123384054054054,367.0,-3.967992384196185,405.0,-4.122842320987655,913.0,-4.463399446878422,1159.0,-4.317799430543571,1278.0,-4.459498990610329,478.0,-4.158639738493724,725.0,-4.320240848275862,913.0,-4.462168028477547,124,2280,189.83555603027344,189.74933,dump_124.lammpstraj
dump_125.csv,120.0,-3.6279874583333336,244.0,-3.7155275,312.0,-4.0633067147435895,303.0,-3.8960311386138615,295.0,-4.064364491525423,261.0,-3.8031141379310345,478.0,-4.135552928870293,471.0,-3.9728791188959662,454.0,-4.140285385462555,918.0,-4.484058387799564,1236.0,-4.32797394012945,1196.0,-4.478837107023412,770.0,-4.1640837012987015,1031.0,-4.328038583899127,567.0,-4.478026816578483,125,4749,187.8684844970703,187.53452,dump_125.lammpstraj
dump_126.csv,309.0,-3.6059296925566335,497.0,-3.6877130583501008,509.0,-4.022282927308448,492.0,-3.848945457317073,546.0,-4.031335412087913,417.0,-3.7843840167865705,646.0,-4.105743715170279,589.0,-3.941584736842105,674.0,-4.110752403560831,583.0,-4.4309594854202405,758.0,-4.277706715039578,873.0,-4.431966683848797,377.0,-4.111116830238727,613.0,-4.280005611745514,894.0,-4.439294625279642,126,2220,181.6233367919922,181.15895,dump_126.lammpstraj
dump_127.csv,93.0,-3.6265028494623657,229.0,-3.7244935152838425,291.0,-4.06659470790378,276.0,-3.9039706159420287,282.0,-4.067997375886525,246.0,-3.799921890243904,463.0,-4.131570377969762,441.0,-3.971644433106576,449.0,-4.132033084632517,936.0,-4.475304925213675,1243.0,-4.322174106999196,1260.0,-4.469949559523809,605.0,-4.162720347107438,862.0,-4.324502569605569,731.0,-4.466946744186046,127,4771,189.05514526367188,189.06062,dump_127.lammpstraj
dump_128.csv,78.0,-3.653768397435898,197.0,-3.7239560406091368,245.0,-4.065221285714285,235.0,-3.9052111702127656,248.0,-4.069325141129032,219.0,-3.796182511415525,427.0,-4.127331920374708,400.0,-3.9711503625,423.0,-4.12786048463357,927.0,-4.470861693635383,1182.0,-4.32368967428088,1277.0,-4.467272079091621,469.0,-4.162539562899787,722.0,-4.322966405817175,949.0,-4.464222602739726,128,2819,190.46920776367188,190.58914,dump_128.lammpstraj
dump_129.csv,213.0,-3.622235305164319,385.0,-3.698476142857143,432.0,-4.035384363425926,398.0,-3.8770036432160806,405.0,-4.049658839506173,421.0,-3.790317102137768,691.0,-4.112369196816209,636.0,-3.9520073349056606,658.0,-4.124187234042553,945.0,-4.442111074074074,1185.0,-4.29112353164557,1242.0,-4.447826827697263,439.0,-4.129900831435079,682.0,-4.30156125366569,552.0,-4.45784268115942,129,3150,186.12646484375,186.3464,dump_129.lammpstraj
