File,Pair,Count,Mean_Energy
dump_118.csv,2-3,599,-4.101622529215359
dump_118.csv,2-4,553,-3.9400930289330924
dump_118.csv,2-5,567,-4.106430044091711
dump_118.csv,3-3,953,-4.434264795383001
dump_118.csv,3-4,1192,-4.282697512583892
dump_118.csv,3-5,1241,-4.433473106365834
dump_118.csv,4-4,469,-4.119257420042644
dump_118.csv,4-5,692,-4.289054132947976
dump_118.csv,5-5,557,-4.438770197486535
dump_119.csv,1-1,481,-3.5763801351351354
dump_119.csv,1-2,643,-3.6597073716951787
dump_119.csv,1-3,702,-3.9942920726495728
dump_119.csv,1-4,661,-3.817476944024206
dump_119.csv,1-5,707,-4.002845183875531
dump_119.csv,2-2,369,-3.759329105691057
dump_119.csv,2-3,605,-4.079755049586777
dump_119.csv,2-4,562,-3.9161061654804272
dump_119.csv,2-5,604,-4.089253211920529
dump_119.csv,3-3,639,-4.408390704225352
dump_119.csv,3-4,853,-4.251249923798359
dump_119.csv,3-5,900,-4.414860761111111
dump_119.csv,4-4,456,-4.076265997807018
dump_119.csv,4-5,692,-4.259464747109827
dump_119.csv,5-5,692,-4.422018706647399
dump_120.csv,1-1,311,-3.595928006430868
dump_120.csv,1-2,402,-3.6695825497512433
dump_120.csv,1-3,522,-4.016439319923371
dump_120.csv,1-4,505,-3.8478724455445543
dump_120.csv,1-5,509,-4.022886984282907
dump_120.csv,2-2,231,-3.772959675324675
dump_120.csv,2-3,448,-4.0987196316964285
dump_120.csv,2-4,416,-3.9386155528846154
dump_120.csv,2-5,430,-4.1030379186046515
dump_120.csv,3-3,925,-4.437156545945946
dump_120.csv,3-4,1213,-4.282220490519373
dump_120.csv,3-5,1248,-4.43672874198718
dump_120.csv,4-4,510,-4.120320872549019
dump_120.csv,4-5,749,-4.286096488651536
dump_120.csv,5-5,636,-4.441426077044025
dump_121.csv,1-1,83,-3.6521449397590366
dump_121.csv,1-2,201,-3.7186900497512436
dump_121.csv,1-3,253,-4.067481600790513
dump_121.csv,1-4,236,-3.9022422457627117
dump_121.csv,1-5,253,-4.067133498023715
dump_121.csv,2-2,203,-3.7921068719211823
dump_121.csv,2-3,419,-4.123621109785203
dump_121.csv,2-4,374,-3.9678893315508024
dump_121.csv,2-5,416,-4.125249399038461
dump_121.csv,3-3,942,-4.469881088110403
dump_121.csv,3-4,1186,-4.321408600337268
dump_121.csv,3-5,1300,-4.465801803846154
dump_121.csv,4-4,477,-4.162314371069183
dump_121.csv,4-5,720,-4.320932465277778
dump_121.csv,5-5,929,-4.463377454251884
dump_122.csv,1-1,59,-3.649198474576271
dump_122.csv,1-2,141,-3.718397517730496
dump_122.csv,1-3,201,-4.069986368159205
dump_122.csv,1-4,189,-3.909504312169312
dump_122.csv,1-5,200,-4.067732975
dump_122.csv,2-2,156,-3.791003525641026
dump_122.csv,2-3,372,-4.127769260752688
dump_122.csv,2-4,342,-3.9698944883040936
dump_122.csv,2-5,370,-4.12678672972973
dump_122.csv,3-3,1009,-4.475647685827552
dump_122.csv,3-4,1289,-4.329610349107836
dump_122.csv,3-5,1384,-4.470758316473988
dump_122.csv,4-4,469,-4.17288079957356
dump_122.csv,4-5,719,-4.328248859527121
dump_122.csv,5-5,933,-4.4671899356913185
dump_123.csv,1-1,106,-3.642835377358491
dump_123.csv,1-2,220,-3.7163705227272725
dump_123.csv,1-3,293,-4.061339232081911
dump_123.csv,1-4,271,-3.9014330258302583
dump_123.csv,1-5,292,-4.0636614383561644
dump_123.csv,2-2,209,-3.7937133492822963
dump_123.csv,2-3,416,-4.123642560096154
dump_123.csv,2-4,388,-3.965753672680412
dump_123.csv,2-5,417,-4.1239716306954435
dump_123.csv,3-3,889,-4.4655661923509555
dump_123.csv,3-4,1152,-4.3159364756944445
dump_123.csv,3-5,1254,-4.461425195374801
dump_123.csv,4-4,478,-4.1594833054393305
dump_123.csv,4-5,740,-4.317671236486487
dump_123.csv,5-5,900,-4.462108694444445
dump_124.csv,1-1,126,-3.6240940079365083
dump_124.csv,1-2,208,-3.7086035096153847
dump_124.csv,1-3,295,-4.049088406779661
dump_124.csv,1-4,268,-3.8914050746268654
dump_124.csv,1-5,296,-4.048843817567567
dump_124.csv,2-2,186,-3.794723817204301
dump_124.csv,2-3,407,-4.123384054054054
dump_124.csv,2-4,367,-3.9679923841961853
dump_124.csv,2-5,405,-4.122842320987655
dump_124.csv,3-3,913,-4.463399446878422
dump_124.csv,3-4,1159,-4.317799430543571
dump_124.csv,3-5,1278,-4.459498990610329
dump_124.csv,4-4,478,-4.158639738493724
dump_124.csv,4-5,725,-4.320240848275862
dump_124.csv,5-5,913,-4.462168028477547
dump_125.csv,1-1,120,-3.6279874583333336
dump_125.csv,1-2,244,-3.7155275
dump_125.csv,1-3,312,-4.0633067147435895
dump_125.csv,1-4,303,-3.8960311386138615
dump_125.csv,1-5,295,-4.064364491525423
dump_125.csv,2-2,261,-3.8031141379310345
dump_125.csv,2-3,478,-4.135552928870293
dump_125.csv,2-4,471,-3.9728791188959662
dump_125.csv,2-5,454,-4.140285385462555
dump_125.csv,3-3,918,-4.484058387799564
dump_125.csv,3-4,1236,-4.32797394012945
dump_125.csv,3-5,1196,-4.478837107023412
dump_125.csv,4-4,770,-4.1640837012987015
dump_125.csv,4-5,1031,-4.328038583899127
dump_125.csv,5-5,567,-4.478026816578483
dump_126.csv,1-1,309,-3.6059296925566344
dump_126.csv,1-2,497,-3.6877130583501008
dump_126.csv,1-3,509,-4.022282927308448
dump_126.csv,1-4,492,-3.848945457317073
dump_126.csv,1-5,546,-4.031335412087913
dump_126.csv,2-2,417,-3.7843840167865705
dump_126.csv,2-3,646,-4.105743715170279
dump_126.csv,2-4,589,-3.9415847368421053
dump_126.csv,2-5,674,-4.110752403560831
dump_126.csv,3-3,583,-4.4309594854202405
dump_126.csv,3-4,758,-4.277706715039578
dump_126.csv,3-5,873,-4.431966683848797
dump_126.csv,4-4,377,-4.111116830238727
dump_126.csv,4-5,613,-4.280005611745514
dump_126.csv,5-5,894,-4.439294625279642
dump_127.csv,1-1,93,-3.6265028494623657
dump_127.csv,1-2,229,-3.7244935152838425
dump_127.csv,1-3,291,-4.06659470790378
dump_127.csv,1-4,276,-3.9039706159420287
dump_127.csv,1-5,282,-4.067997375886525
dump_127.csv,2-2,246,-3.7999218902439025
dump_127.csv,2-3,463,-4.131570377969762
dump_127.csv,2-4,441,-3.971644433106576
dump_127.csv,2-5,449,-4.132033084632517
dump_127.csv,3-3,936,-4.475304925213675
dump_127.csv,3-4,1243,-4.322174106999196
dump_127.csv,3-5,1260,-4.469949559523809
dump_127.csv,4-4,605,-4.162720347107438
dump_127.csv,4-5,862,-4.324502569605569
dump_127.csv,5-5,731,-4.466946744186046
dump_128.csv,1-1,78,-3.653768397435898
dump_128.csv,1-2,197,-3.7239560406091368
dump_128.csv,1-3,245,-4.065221285714285
dump_128.csv,1-4,235,-3.9052111702127656
dump_128.csv,1-5,248,-4.069325141129032
dump_128.csv,2-2,219,-3.796182511415525
dump_128.csv,2-3,427,-4.127331920374708
dump_128.csv,2-4,400,-3.9711503625
dump_128.csv,2-5,423,-4.12786048463357
dump_128.csv,3-3,927,-4.470861693635383
dump_128.csv,3-4,1182,-4.32368967428088
dump_128.csv,3-5,1277,-4.467272079091621
dump_128.csv,4-4,469,-4.162539562899787
dump_128.csv,4-5,722,-4.322966405817175
dump_128.csv,5-5,949,-4.464222602739726
dump_129.csv,1-1,213,-3.622235305164319
dump_129.csv,1-2,385,-3.698476142857143
dump_129.csv,1-3,432,-4.035384363425926
dump_129.csv,1-4,398,-3.8770036432160806
dump_129.csv,1-5,405,-4.049658839506173
dump_129.csv,2-2,421,-3.7903171021377675
dump_129.csv,2-3,691,-4.112369196816209
dump_129.csv,2-4,636,-3.9520073349056606
dump_129.csv,2-5,658,-4.124187234042553
dump_129.csv,3-3,945,-4.442111074074074
dump_129.csv,3-4,1185,-4.29112353164557
dump_129.csv,3-5,1242,-4.447826827697263
dump_129.csv,4-4,439,-4.129900831435079
dump_129.csv,4-5,682,-4.30156125366569
dump_129.csv,5-5,552,-4.45784268115942
dump_130.csv,1-1,325,-3.6103033384615384
dump_130.csv,1-2,392,-3.6859570663265306
dump_130.csv,1-3,548,-4.017586076642336
dump_130.csv,1-4,525,-3.8510267904761903
dump_130.csv,1-5,560,-4.023258428571428
dump_130.csv,2-2,192,-3.770586927083333
dump_130.csv,2-3,391,-4.0971030562659845
dump_130.csv,2-4,372,-3.9309843951612904
dump_130.csv,2-5,396,-4.099098762626262
dump_130.csv,3-3,723,-4.430602821576763
dump_130.csv,3-4,951,-4.274707960042061
dump_130.csv,3-5,1028,-4.428335802529183
dump_130.csv,4-4,449,-4.106681414253898
dump_130.csv,4-5,699,-4.276586452074391
dump_130.csv,5-5,911,-4.432545241492865
dump_131.csv,1-1,92,-3.6411885869565217
dump_131.csv,1-2,186,-3.7198540322580644
dump_131.csv,1-3,263,-4.057108022813688
dump_131.csv,1-4,234,-3.8999214316239312
dump_131.csv,1-5,261,-4.06003775862069
dump_131.csv,2-2,182,-3.7940822802197802
dump_131.csv,2-3,386,-4.122649663212435
dump_131.csv,2-4,334,-3.969272380239521
dump_131.csv,2-5,384,-4.12548609375
dump_131.csv,3-3,969,-4.466279984520124
dump_131.csv,3-4,1211,-4.322685726672172
dump_131.csv,3-5,1339,-4.460524484690067
dump_131.csv,4-4,484,-4.162688295454545
dump_131.csv,4-5,719,-4.321794687065369
dump_131.csv,5-5,901,-4.460745732519423
dump_132.csv,1-1,100,-3.6423144
dump_132.csv,1-2,198,-3.7137838636363636
dump_132.csv,1-3,261,-4.059343984674329
dump_132.csv,1-4,233,-3.904871094420601
dump_132.csv,1-5,262,-4.0621920419847335
dump_132.csv,2-2,203,-3.7920640886699504
dump_132.csv,2-3,431,-4.124497389791183
dump_132.csv,2-4,402,-3.97023696517413
dump_132.csv,2-5,432,-4.126251099537037
dump_132.csv,3-3,935,-4.466682967914439
dump_132.csv,3-4,1155,-4.322425852813852
dump_132.csv,3-5,1284,-4.463146203271028
dump_132.csv,4-4,452,-4.164708661504425
dump_132.csv,4-5,712,-4.323467886235955
dump_132.csv,5-5,930,-4.462168462365591
dump_133.csv,1-1,79,-3.658025696202532
dump_133.csv,1-2,209,-3.7243542822966504
dump_133.csv,1-3,252,-4.070444384920635
dump_133.csv,1-4,238,-3.907647457983193
dump_133.csv,1-5,251,-4.071721752988048
dump_133.csv,2-2,261,-3.8023850383141764
dump_133.csv,2-3,494,-4.128921599190283
dump_133.csv,2-4,457,-3.971889113785558
dump_133.csv,2-5,493,-4.129777880324544
dump_133.csv,3-3,880,-4.471277778409091
dump_133.csv,3-4,1109,-4.321885184851217
dump_133.csv,3-5,1212,-4.468703948019802
dump_133.csv,4-4,462,-4.165472662337662
dump_133.csv,4-5,719,-4.323064645340751
dump_133.csv,5-5,931,-4.4683249248120305
dump_134.csv,1-1,175,-3.615990028571429
dump_134.csv,1-2,291,-3.6914960481099652
dump_134.csv,1-3,379,-4.0360905408970975
dump_134.csv,1-4,352,-3.8786632386363635
dump_134.csv,1-5,382,-4.043168128272251
dump_134.csv,2-2,183,-3.7823021038251365
dump_134.csv,2-3,406,-4.115056527093596
dump_134.csv,2-4,384,-3.954489505208333
dump_134.csv,2-5,408,-4.114643664215686
dump_134.csv,3-3,922,-4.45429363340564
dump_134.csv,3-4,1195,-4.302947623430962
dump_134.csv,3-5,1275,-4.450573105882353
dump_134.csv,4-4,497,-4.145639869215292
dump_134.csv,4-5,749,-4.306669299065421
dump_134.csv,5-5,818,-4.454153655256724
dump_135.csv,1-1,414,-3.572436231884058
dump_135.csv,1-2,511,-3.664044129158513
dump_135.csv,1-3,648,-3.9984627391975307
dump_135.csv,1-4,604,-3.829263774834437
dump_135.csv,1-5,642,-4.004898380062306
dump_135.csv,2-2,233,-3.7581970171673817
dump_135.csv,2-3,452,-4.083863196902655
dump_135.csv,2-4,414,-3.919860809178744
dump_135.csv,2-5,453,-4.088647395143488
dump_135.csv,3-3,747,-4.421527202141901
dump_135.csv,3-4,965,-4.265583284974094
dump_135.csv,3-5,1042,-4.419796564299425
dump_135.csv,4-4,472,-4.094769375
dump_135.csv,4-5,715,-4.267850041958042
dump_135.csv,5-5,742,-4.423879548517521
dump_136.csv,1-1,56,-3.652233125
dump_136.csv,1-2,141,-3.7259832269503548
dump_136.csv,1-3,199,-4.069735376884422
dump_136.csv,1-4,179,-3.909494944134078
dump_136.csv,1-5,199,-4.068413944723618
dump_136.csv,2-2,159,-3.7909119811320755
dump_136.csv,2-3,378,-4.1268553571428575
dump_136.csv,2-4,351,-3.9731203703703706
dump_136.csv,2-5,377,-4.1262085809018565
dump_136.csv,3-3,1014,-4.473235596646942
dump_136.csv,3-4,1273,-4.329353955223881
dump_136.csv,3-5,1379,-4.468890783176215
dump_136.csv,4-4,474,-4.175317668776371
dump_136.csv,4-5,719,-4.331727489568846
dump_136.csv,5-5,930,-4.468511865591398
dump_137.csv,1-1,202,-3.6225752722772278
dump_137.csv,1-2,283,-3.6935791696113074
dump_137.csv,1-3,424,-4.036208384433962
dump_137.csv,1-4,390,-3.87649417948718
dump_137.csv,1-5,430,-4.03910161627907
dump_137.csv,2-2,175,-3.7858115714285714
dump_137.csv,2-3,387,-4.108885762273902
dump_137.csv,2-4,359,-3.948310988857939
dump_137.csv,2-5,385,-4.109840168831169
dump_137.csv,3-3,858,-4.446008636363636
dump_137.csv,3-4,1080,-4.295063680555556
dump_137.csv,3-5,1170,-4.442887982905983
dump_137.csv,4-4,457,-4.136672396061269
dump_137.csv,4-5,705,-4.299302063829788
dump_137.csv,5-5,937,-4.443762193169691
dump_138.csv,1-1,53,-3.6518953773584903
dump_138.csv,1-2,147,-3.720391734693878
dump_138.csv,1-3,199,-4.071109170854271
dump_138.csv,1-4,187,-3.9104442513368984
dump_138.csv,1-5,195,-4.070747076923077
dump_138.csv,2-2,158,-3.798572943037975
dump_138.csv,2-3,368,-4.124771793478261
dump_138.csv,2-4,333,-3.9677945645645645
dump_138.csv,2-5,369,-4.124531327913279
dump_138.csv,3-3,996,-4.474763067269077
dump_138.csv,3-4,1259,-4.3292914614773625
dump_138.csv,3-5,1382,-4.469280104920405
dump_138.csv,4-4,458,-4.173408417030568
dump_138.csv,4-5,706,-4.329318484419264
dump_138.csv,5-5,954,-4.4672121278826
dump_139.csv,1-1,482,-3.58656531120332
dump_139.csv,1-2,707,-3.6708098939179634
dump_139.csv,1-3,679,-3.989017452135493
dump_139.csv,1-4,588,-3.817306819727891
dump_139.csv,1-5,735,-4.004021156462585
dump_139.csv,2-2,591,-3.77350872250423
dump_139.csv,2-3,802,-4.079819819201995
dump_139.csv,2-4,664,-3.912820286144578
dump_139.csv,2-5,869,-4.095511432681243
dump_139.csv,3-3,453,-4.3927936203090505
dump_139.csv,3-4,539,-4.235627597402598
dump_139.csv,3-5,709,-4.400920811001411
dump_139.csv,4-4,234,-4.067031581196581
dump_139.csv,4-5,450,-4.245486288888889
dump_139.csv,5-5,848,-4.415177211084906
dump_140.csv,1-1,245,-3.607769693877551
dump_140.csv,1-2,411,-3.6892900973236014
dump_140.csv,1-3,473,-4.02792221987315
dump_140.csv,1-4,437,-3.861898295194508
dump_140.csv,1-5,445,-4.032881808988765
dump_140.csv,2-2,365,-3.7827092328767122
dump_140.csv,2-3,605,-4.10654341322314
dump_140.csv,2-4,560,-3.9479595178571425
dump_140.csv,2-5,580,-4.113805646551724
dump_140.csv,3-3,945,-4.439047677248677
dump_140.csv,3-4,1192,-4.290554714765101
dump_140.csv,3-5,1244,-4.439765888263666
dump_140.csv,4-4,460,-4.131880358695652
dump_140.csv,4-5,691,-4.29637490593343
dump_140.csv,5-5,595,-4.445687327731092
dump_141.csv,1-1,91,-3.632041098901099
dump_141.csv,1-2,199,-3.7147855778894474
dump_141.csv,1-3,259,-4.058598764478764
dump_141.csv,1-4,236,-3.896758686440678
dump_141.csv,1-5,256,-4.06320419921875
dump_141.csv,2-2,206,-3.7953398543689323
dump_141.csv,2-3,421,-4.122670950118764
dump_141.csv,2-4,377,-3.968522957559682
dump_141.csv,2-5,419,-4.126169212410502
dump_141.csv,3-3,940,-4.466156622340425
dump_141.csv,3-4,1179,-4.3189578922815945
dump_141.csv,3-5,1297,-4.461886765612953
dump_141.csv,4-4,439,-4.16179742596811
dump_141.csv,4-5,697,-4.322270028694405
dump_141.csv,5-5,928,-4.465732483836207
dump_142.csv,1-1,120,-3.6389688333333337
dump_142.csv,1-2,263,-3.717184486692015
dump_142.csv,1-3,304,-4.059098733552632
dump_142.csv,1-4,268,-3.894634832089552
dump_142.csv,1-5,297,-4.063679646464647
dump_142.csv,2-2,361,-3.8087890304709138
dump_142.csv,2-3,619,-4.129957342487884
dump_142.csv,2-4,577,-3.973852097053726
dump_142.csv,2-5,616,-4.133526842532468
dump_142.csv,3-3,856,-4.4628791822429905
dump_142.csv,3-4,1098,-4.315098483606557
dump_142.csv,3-5,1173,-4.46267305200341
dump_142.csv,4-4,421,-4.154975296912114
dump_142.csv,4-5,680,-4.318562632352941
dump_142.csv,5-5,833,-4.46638206482593
dump_143.csv,1-1,111,-3.625664189189189
dump_143.csv,1-2,192,-3.705971875
dump_143.csv,1-3,278,-4.051836618705036
dump_143.csv,1-4,247,-3.8957127125506075
dump_143.csv,1-5,274,-4.054925766423358
dump_143.csv,2-2,153,-3.786632908496732
dump_143.csv,2-3,348,-4.118076709770115
dump_143.csv,2-4,304,-3.963775822368421
dump_143.csv,2-5,351,-4.1202915527065525
dump_143.csv,3-3,956,-4.4648167730125525
dump_143.csv,3-4,1209,-4.316853093465674
dump_143.csv,3-5,1330,-4.4591402293233084
dump_143.csv,4-4,470,-4.163029180851064
dump_143.csv,4-5,720,-4.320366833333333
dump_143.csv,5-5,928,-4.459981212284483
dump_144.csv,1-1,90,-3.6339111111111113
dump_144.csv,1-2,193,-3.716344663212435
dump_144.csv,1-3,264,-4.0560672916666665
dump_144.csv,1-4,245,-3.895537020408163
dump_144.csv,1-5,264,-4.062596761363636
dump_144.csv,2-2,192,-3.794126953125
dump_144.csv,2-3,399,-4.121478295739348
dump_144.csv,2-4,358,-3.96720625698324
dump_144.csv,2-5,398,-4.124452826633165
dump_144.csv,3-3,978,-4.467717351738241
dump_144.csv,3-4,1224,-4.321253472222222
dump_144.csv,3-5,1348,-4.462785077893175
dump_144.csv,4-4,457,-4.163575525164114
dump_144.csv,4-5,714,-4.32152918767507
dump_144.csv,5-5,890,-4.462487157303371
dump_145.csv,1-1,109,-3.6363899082568807
dump_145.csv,1-2,270,-3.727772185185185
dump_145.csv,1-3,293,-4.06173337883959
dump_145.csv,1-4,287,-3.8973097212543557
dump_145.csv,1-5,266,-4.073138721804511
dump_145.csv,2-2,530,-3.8117012735849056
dump_145.csv,2-3,789,-4.139199980988593
dump_145.csv,2-4,755,-3.9781100794701985
dump_145.csv,2-5,741,-4.14825697705803
dump_145.csv,3-3,896,-4.472130524553571
dump_145.csv,3-4,1192,-4.318252378355704
dump_145.csv,3-5,1179,-4.472663095843936
dump_145.csv,4-4,541,-4.154192134935306
dump_145.csv,4-5,776,-4.326003298969072
dump_145.csv,5-5,539,-4.480588497217069
dump_146.csv,1-1,423,-3.580944976359338
dump_146.csv,1-2,633,-3.6661858293838865
dump_146.csv,1-3,675,-3.9994212222222223
dump_146.csv,1-4,655,-3.8280145038167936
dump_146.csv,1-5,586,-4.016204752559727
dump_146.csv,2-2,499,-3.766392715430862
dump_146.csv,2-3,735,-4.089075537414966
dump_146.csv,2-4,706,-3.921438852691218
dump_146.csv,2-5,649,-4.10275312788906
dump_146.csv,3-3,793,-4.417859596469105
dump_146.csv,3-4,1043,-4.25846307286673
dump_146.csv,3-5,945,-4.424304391534391
dump_146.csv,4-4,553,-4.088848037974683
dump_146.csv,4-5,710,-4.271226549295775
dump_146.csv,5-5,386,-4.435802163212435
dump_147.csv,1-1,142,-3.6327682042253517
dump_147.csv,1-2,241,-3.7124995850622406
dump_147.csv,1-3,343,-4.0494272886297376
dump_147.csv,1-4,311,-3.888378167202572
dump_147.csv,1-5,338,-4.052693905325444
dump_147.csv,2-2,197,-3.796982233502538
dump_147.csv,2-3,397,-4.117445944584383
dump_147.csv,2-4,355,-3.9602688450704226
dump_147.csv,2-5,398,-4.121413768844221
dump_147.csv,3-3,929,-4.456288175457481
dump_147.csv,3-4,1149,-4.308411727589208
dump_147.csv,3-5,1272,-4.4532626493710685
dump_147.csv,4-4,461,-4.14559514099783
dump_147.csv,4-5,718,-4.30990819637883
dump_147.csv,5-5,891,-4.454199601571268
dump_148.csv,1-1,344,-3.6030783430232556
dump_148.csv,1-2,564,-3.6885775354609933
dump_148.csv,1-3,570,-4.01749852631579
dump_148.csv,1-4,529,-3.8411625425330813
dump_148.csv,1-5,537,-4.031551219739293
dump_148.csv,2-2,680,-3.795293551470588
dump_148.csv,2-3,977,-4.110474252814739
dump_148.csv,2-4,916,-3.9408780294759826
dump_148.csv,2-5,927,-4.122576688241639
dump_148.csv,3-3,662,-4.42822078549849
dump_148.csv,3-4,889,-4.269279904386951
dump_148.csv,3-5,873,-4.433483997709049
dump_148.csv,4-4,431,-4.099975034802784
dump_148.csv,4-5,628,-4.278409355095541
dump_148.csv,5-5,477,-4.4417832914046125
dump_149.csv,1-1,145,-3.634182517241379
dump_149.csv,1-2,268,-3.7248051679104477
dump_149.csv,1-3,328,-4.073549908536585
dump_149.csv,1-4,349,-3.8954899713467053
dump_149.csv,1-5,358,-4.069974469273743
dump_149.csv,2-2,197,-3.8118025888324873
dump_149.csv,2-3,390,-4.143203730769231
dump_149.csv,2-4,422,-3.9703513981042655
dump_149.csv,2-5,425,-4.139381223529412
dump_149.csv,3-3,524,-4.485251965648855
dump_149.csv,3-4,772,-4.323859663212435
dump_149.csv,3-5,778,-4.479631953727506
dump_149.csv,4-4,810,-4.15172925925926
dump_149.csv,4-5,1129,-4.322819672276351
dump_149.csv,5-5,919,-4.4781198748639826
dump_150.csv,1-1,257,-3.6000835408560308
dump_150.csv,1-2,360,-3.6918520277777778
dump_150.csv,1-3,451,-4.03891177383592
dump_150.csv,1-4,483,-3.862889420289855
dump_150.csv,1-5,492,-4.039712276422764
dump_150.csv,2-2,189,-3.7918258730158727
dump_150.csv,2-3,390,-4.1240402948717945
dump_150.csv,2-4,400,-3.948987525
dump_150.csv,2-5,408,-4.120380968137255
dump_150.csv,3-3,528,-4.464615909090909
dump_150.csv,3-4,765,-4.298029653594772
dump_150.csv,3-5,779,-4.461031803594352
dump_150.csv,4-4,718,-4.124617653203343
dump_150.csv,4-5,1004,-4.299505806772909
dump_150.csv,5-5,936,-4.458230496794871
dump_151.csv,1-1,195,-3.612774846153846
dump_151.csv,1-2,313,-3.6959742492012784
dump_151.csv,1-3,414,-4.037981896135266
dump_151.csv,1-4,368,-3.879163980978261
dump_151.csv,1-5,406,-4.040425960591133
dump_151.csv,2-2,201,-3.7801303233830845
dump_151.csv,2-3,427,-4.1106689461358314
dump_151.csv,2-4,404,-3.9520630074257426
dump_151.csv,2-5,419,-4.11222621718377
dump_151.csv,3-3,928,-4.449031880387931
dump_151.csv,3-4,1170,-4.301143145299146
dump_151.csv,3-5,1267,-4.447827442778216
dump_151.csv,4-4,508,-4.138554931102362
dump_151.csv,4-5,771,-4.303218482490272
dump_151.csv,5-5,760,-4.449499625
dump_152.csv,1-1,101,-3.6349270297029705
dump_152.csv,1-2,256,-3.71910748046875
dump_152.csv,1-3,279,-4.059357598566309
dump_152.csv,1-4,261,-3.896462394636015
dump_152.csv,1-5,273,-4.066283498168499
dump_152.csv,2-2,437,-3.8056810755148742
dump_152.csv,2-3,694,-4.133736952449567
dump_152.csv,2-4,641,-3.970935522620905
dump_152.csv,2-5,674,-4.140396980712166
dump_152.csv,3-3,948,-4.469999103375527
dump_152.csv,3-4,1211,-4.317681300578035
dump_152.csv,3-5,1251,-4.469910767386091
dump_152.csv,4-4,462,-4.1542830627705625
dump_152.csv,4-5,696,-4.322603189655172
dump_152.csv,5-5,670,-4.472960432835821
dump_153.csv,1-1,119,-3.6374790336134453
dump_153.csv,1-2,271,-3.7254250184501845
dump_153.csv,1-3,308,-4.073119025974026
dump_153.csv,1-4,321,-3.8981159345794394
dump_153.csv,1-5,318,-4.073671933962264
dump_153.csv,2-2,338,-3.811958180473373
dump_153.csv,2-3,548,-4.145843248175182
dump_153.csv,2-4,563,-3.974694786856128
dump_153.csv,2-5,574,-4.14537236933798
dump_153.csv,3-3,583,-4.488840034305317
dump_153.csv,3-4,862,-4.325138503480279
dump_153.csv,3-5,861,-4.482735638792103
dump_153.csv,4-4,734,-4.153934945504087
dump_153.csv,4-5,1026,-4.326100662768031
dump_153.csv,5-5,824,-4.479691626213592
dump_154.csv,1-1,163,-3.6098852760736193
dump_154.csv,1-2,250,-3.6999799199999996
dump_154.csv,1-3,358,-4.040132290502793
dump_154.csv,1-4,319,-3.879113213166144
dump_154.csv,1-5,360,-4.039959694444444
dump_154.csv,2-2,159,-3.7862958490566037
dump_154.csv,2-3,360,-4.110359319444444
dump_154.csv,2-4,329,-3.9529189817629176
dump_154.csv,2-5,356,-4.11216191011236
dump_154.csv,3-3,909,-4.457116793179318
dump_154.csv,3-4,1149,-4.309079708442124
dump_154.csv,3-5,1257,-4.450833512330947
dump_154.csv,4-4,471,-4.149356114649682
dump_154.csv,4-5,716,-4.3095470810055865
dump_154.csv,5-5,923,-4.45015198808234
dump_155.csv,1-1,81,-3.638991481481481
dump_155.csv,1-2,201,-3.725824950248756
dump_155.csv,1-3,260,-4.063992730769231
dump_155.csv,1-4,239,-3.902152907949791
dump_155.csv,1-5,262,-4.068220515267176
dump_155.csv,2-2,215,-3.796707046511628
dump_155.csv,2-3,447,-4.1236242617449665
dump_155.csv,2-4,405,-3.9698601604938273
dump_155.csv,2-5,448,-4.127029765625
dump_155.csv,3-3,925,-4.466550081081081
dump_155.csv,3-4,1157,-4.318829736387208
dump_155.csv,3-5,1274,-4.463536534536892
dump_155.csv,4-4,445,-4.162069561797753
dump_155.csv,4-5,701,-4.322266519258203
dump_155.csv,5-5,928,-4.4630920204741376
dump_156.csv,1-1,211,-3.633574502369668
dump_156.csv,1-2,397,-3.7227947481108314
dump_156.csv,1-3,381,-4.05757750656168
dump_156.csv,1-4,413,-3.8772883414043586
dump_156.csv,1-5,407,-4.062140626535626
dump_156.csv,2-2,621,-3.823392777777778
dump_156.csv,2-3,802,-4.149866103491272
dump_156.csv,2-4,887,-3.97361420518602
dump_156.csv,2-5,872,-4.153864862385321
dump_156.csv,3-3,418,-4.472544354066986
dump_156.csv,3-4,673,-4.309493172362555
dump_156.csv,3-5,666,-4.473625975975977
dump_156.csv,4-4,732,-4.131831188524591
dump_156.csv,4-5,994,-4.313006076458752
dump_156.csv,5-5,644,-4.4783479813664595
dump_157.csv,1-1,294,-3.603020986394558
dump_157.csv,1-2,417,-3.6830611510791362
dump_157.csv,1-3,530,-4.018760990566038
dump_157.csv,1-4,476,-3.8585409768907564
dump_157.csv,1-5,530,-4.026942896226415
dump_157.csv,2-2,207,-3.7713459178743958
dump_157.csv,2-3,427,-4.096427341920375
dump_157.csv,2-4,393,-3.9356318193384223
dump_157.csv,2-5,425,-4.1004864588235295
dump_157.csv,3-3,816,-4.431928192401961
dump_157.csv,3-4,1012,-4.282558008893281
dump_157.csv,3-5,1120,-4.433233508928571
dump_157.csv,4-4,443,-4.114601659142212
dump_157.csv,4-5,703,-4.2854954694167855
dump_157.csv,5-5,835,-4.436499209580838
dump_158.csv,1-1,171,-3.6194287134502927
dump_158.csv,1-2,308,-3.7073277435064935
dump_158.csv,1-3,374,-4.040272593582888
dump_158.csv,1-4,344,-3.881673677325581
dump_158.csv,1-5,369,-4.0478018021680215
