File,Pair,Count,Mean_Energy
dump_15.csv,5-5,831,-4.4462074789410355
dump_16.csv,1-1,170,-3.6215970588235296
dump_16.csv,1-2,259,-3.703354749034749
dump_16.csv,1-3,361,-4.041549764542936
dump_16.csv,1-4,321,-3.8791337383177567
dump_16.csv,1-5,365,-4.045499520547945
dump_16.csv,2-2,207,-3.7907739371980678
dump_16.csv,2-3,411,-4.117212238442822
dump_16.csv,2-4,375,-3.9638966933333335
dump_16.csv,2-5,413,-4.118003365617434
dump_16.csv,3-3,885,-4.45428127118644
dump_16.csv,3-4,1076,-4.307546212825279
dump_16.csv,3-5,1195,-4.452914054393306
dump_16.csv,4-4,460,-4.148717141304348
dump_16.csv,4-5,713,-4.3104179523141655
dump_16.csv,5-5,918,-4.451444940087145
dump_17.csv,1-1,99,-3.6599410606060605
dump_17.csv,1-2,249,-3.731141987951807
dump_17.csv,1-3,274,-4.069746003649635
dump_17.csv,1-4,260,-3.8992849038461537
dump_17.csv,1-5,278,-4.0740422482014385
dump_17.csv,2-2,411,-3.8139359245742095
dump_17.csv,2-3,666,-4.138243250750751
dump_17.csv,2-4,630,-3.9747519920634917
dump_17.csv,2-5,673,-4.142942927191679
dump_17.csv,3-3,723,-4.468473561549101
dump_17.csv,3-4,927,-4.317373176914779
dump_17.csv,3-5,1030,-4.469738121359223
dump_17.csv,4-4,454,-4.152559240088106
dump_17.csv,4-5,714,-4.320268144257703
dump_17.csv,5-5,925,-4.472730848648649
dump_18.csv,1-1,356,-3.5910239887640447
dump_18.csv,1-2,426,-3.6741163028169015
dump_18.csv,1-3,574,-4.009612195121951
dump_18.csv,1-4,498,-3.8442804116465865
dump_18.csv,1-5,586,-4.013211518771331
dump_18.csv,2-2,225,-3.7670680888888888
dump_18.csv,2-3,424,-4.085890849056604
dump_18.csv,2-4,360,-3.9278378055555554
dump_18.csv,2-5,427,-4.0922036182669785
dump_18.csv,3-3,780,-4.415018974358975
dump_18.csv,3-4,937,-4.267819397011739
dump_18.csv,3-5,1083,-4.417176782086796
dump_18.csv,4-4,336,-4.106640148809523
dump_18.csv,4-5,587,-4.273664045996592
dump_18.csv,5-5,929,-4.425405888051669
dump_19.csv,1-1,118,-3.64813843220339
dump_19.csv,1-2,273,-3.7196196886446886
dump_19.csv,1-3,288,-4.062588802083333
dump_19.csv,1-4,266,-3.900048157894737
dump_19.csv,1-5,289,-4.066079636678201
dump_19.csv,2-2,397,-3.8063789294710326
dump_19.csv,2-3,635,-4.135773543307087
dump_19.csv,2-4,601,-3.973326514143095
dump_19.csv,2-5,635,-4.137570102362205
dump_19.csv,3-3,787,-4.472774243964422
dump_19.csv,3-4,1042,-4.320018862763916
